filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,line_range,more_info
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,33,8,[33],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,34,8,[34],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,8,[35],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,43,8,[43],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,44,8,[44],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,49,8,[49],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,50,8,[50],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,64,8,[64],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_authentication.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,8,[65],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_config.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,10,4,[10],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_config.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,11,4,[11],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_config.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,17,4,[17],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_config.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,18,4,[18],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,25,8,[25],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,8,[31],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,32,8,[32],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,8,[38],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'myprecious',42,15,[42],https://bandit.readthedocs.io/en/1.7.4/plugins/b106_hardcoded_password_funcarg.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,44,8,[44],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,45,8,[45],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,46,8,[46],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,47,8,[47],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'foobarbaz123',51,15,"[51, 52]",https://bandit.readthedocs.io/en/1.7.4/plugins/b106_hardcoded_password_funcarg.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,53,8,[53],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,54,8,[54],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,70,8,[70],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,82,8,[82],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,84,8,[84],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,91,8,[91],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,97,8,[97],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,106,8,[106],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,115,8,[115],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,116,8,[116],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,131,8,[131],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,132,8,[132],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,133,8,[133],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,141,8,[141],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,142,8,[142],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,143,8,[143],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,150,8,[150],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,151,8,[151],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,152,8,[152],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,165,8,[165],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,166,8,[166],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,177,8,[177],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,178,8,[178],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,179,8,[179],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,180,8,[180],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,181,8,[181],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,21,8,[21],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,22,8,[22],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,8,[26],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,27,8,[27],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,8,[36],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flask-realworld-example-app/tests/test_profile.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,45,8,[45],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
